ID,error,error_reason,whole_epsilon,whole_trend,whole_mean_freq,whole_n_freq,whole_spec_exponent,whole_freq_diversity,whole_freq_richness,whole_y_mean,whole_y_var,whole_y_cv,whole_y_log_mean,whole_y_inv_mean,whole_y_min,whole_y_max,whole_x_min,whole_x_max,whole_x_median,whole_x_length,whole_y_n,whole_y_not_missing,whole_y_missing,part,epsilon,trend,mean_freq,n_freq,spec_exponent,freq_diversity,freq_richness,y_mean,y_var,y_cv,y_log_mean,y_inv_mean,y_min,y_max,x_min,x_max,x_median,x_length,y_n,y_not_missing,y_missing
63,FALSE,NA,141.5526123046875,-0.003064838449480962,0.19046973952826618,0,0.48106413357994043,3.1340535830529697,3.2407371332961823,284.17611400897687,0.12314573347640152,0.001234872484449243,5.649593417726115,0.003518949858498244,283.105224609375,285.0016784667969,1928,1979,1953.5,52,52,52,0,1,141.8925323486328,0.005157251602561744,0.23548439973174395,0,1.1793773816701254,2.187834979741087,2.6814216741443158,284.23197584885816,0.07820783250606977,9.839027871111402e-4,5.649790255876938,0.0035182562669806047,283.7850646972656,284.92022705078125,1928,1953,1940.5,26,26,26,0
63,FALSE,NA,141.5526123046875,-0.003064838449480962,0.19046973952826618,0,0.48106413357994043,3.1340535830529697,3.2407371332961823,284.17611400897687,0.12314573347640152,0.001234872484449243,5.649593417726115,0.003518949858498244,283.105224609375,285.0016784667969,1928,1979,1953.5,52,52,52,0,2,141.5526123046875,-0.003882618439502446,0.22113912699291066,0,-0.0248793044181771,2.710394574728869,2.7911043861000713,284.1202521690956,0.16651872986354507,0.0014362477235743609,5.649396579575294,0.003519643450015883,283.105224609375,285.0016784667969,1954,1979,1966.5,26,26,26,0
82,FALSE,NA,142.36912536621094,0.004648516334810448,0.2241315687279109,0,0.9735287776967995,2.9804138826948248,3.113587390836886,286.0931098574684,0.5161678145248032,0.002511239083224848,5.656314240827111,0.0034953870447856908,284.7382507324219,287.9175109863281,1940,1981,1960.5,42,42,42,0,1,142.36912536621094,-0.011631160587464892,0.2822206195258604,0,3.1772850228006333,2.6302360336083277,2.745613306941584,286.0617239815848,0.6225978298644934,0.0027583161970865548,5.656203985663962,0.0034957743492649344,284.7382507324219,287.9175109863281,1940,1960,1950,21,21,21,0
82,FALSE,NA,142.36912536621094,0.004648516334810448,0.2241315687279109,0,0.9735287776967995,2.9804138826948248,3.113587390836886,286.0931098574684,0.5161678145248032,0.002511239083224848,5.656314240827111,0.0034953870447856908,284.7382507324219,287.9175109863281,1940,1981,1960.5,42,42,42,0,2,142.5068359375,0.030907133028103342,0.24279749786646868,0,0.2706370685066245,2.4745785849771784,2.99693951452048,286.1244957333519,0.43347753618089924,0.002301061668039346,5.65642449599026,0.0034949997403064476,285.013671875,287.4183349609375,1961,1981,1971,21,21,21,0
130,FALSE,NA,138.32940673828125,-0.014682801535126855,0.24323292321039675,0,1.0714121980707396,2.9426106127120346,3.060296513457873,278.3879426996759,0.5815394612366918,0.0027392973245626067,5.6290119476913425,0.0035921359595571414,276.6588134765625,280.18463134765625,1935,1981,1958,47,47,47,0,1,138.32940673828125,-0.04939657460088759,0.2750487183460637,0,0.8307413090241824,2.5290905090226654,2.6396753714256285,278.53845977783203,0.7545770158302849,0.0031186498496583947,5.629551485352622,0.00359020195049489,276.6588134765625,280.18463134765625,1935,1958,1946.5,24,24,24,0
130,FALSE,NA,138.32940673828125,-0.014682801535126855,0.24323292321039675,0,1.0714121980707396,2.9426106127120346,3.060296513457873,278.3879426996759,0.5815394612366918,0.0027392973245626067,5.6290119476913425,0.0035921359595571414,276.6588134765625,280.18463134765625,1935,1981,1958,47,47,47,0,2,138.4941864013672,0.008669407056718724,0.27611652294979366,0,1.7310391298428833,2.7771217803786428,2.9123436181423927,278.2480951944987,0.36730479990955495,0.0021781164845705776,5.628510871629603,0.003593931324417515,276.9883728027344,279.7213439941406,1958,1981,1969.5,24,24,24,0
138,FALSE,NA,129.4560546875,0.003172306054931217,0.23827303507575143,0,0.7041034787422468,3.198771785235595,3.2307867582347862,260.6848285008991,1.0083147384954976,0.0038519647227054916,5.563304826907637,0.0038361058298151353,258.912109375,262.8861389160156,1919,1981,1950,63,63,63,0,1,129.5225830078125,-0.03730763857664902,0.25942469099095805,0,0.5812692635161956,3.1279347397467223,3.2812626508489893,260.6292724609375,1.0054774963326993,0.0038473614209323707,5.5630918230134885,0.0038369224933388255,259.045166015625,262.8861389160156,1919,1950,1934.5,32,32,32,0
138,FALSE,NA,129.4560546875,0.003172306054931217,0.23827303507575143,0,0.7041034787422468,3.198771785235595,3.2307867582347862,260.6848285008991,1.0083147384954976,0.0038519647227054916,5.563304826907637,0.0038361058298151353,258.912109375,262.8861389160156,1919,1981,1950,63,63,63,0,2,129.4560546875,0.050646588949169485,0.27373811892700234,0,0.6321825315070346,3.0090702376887286,3.0948959550160318,260.6891450881958,1.0946722921920986,0.004013461626505599,5.563320880981445,0.003836046192633433,258.912109375,262.48004150390625,1950,1981,1965.5,32,32,32,0
231,FALSE,NA,139.58531188964844,-0.04032272443778329,0.2744617433924662,0,2.024586307363325,2.874203091319904,3.0076934734224543,280.2759022432215,0.45831263991348353,0.0024154339052770892,5.635771652500643,0.0035679330711699997,279.1706237792969,281.7424621582031,1935,1968,1951.5,34,34,34,0,1,139.61990356445313,-0.018627241546035886,0.2865311421212325,0,1.1756108612639808,2.29383319922195,2.4757531221273466,280.59601907169116,0.39939822942730696,0.002252275758047574,5.63691359297787,0.003563859452887756,279.23980712890625,281.7424621582031,1935,1951,1943,17,17,17,0
231,FALSE,NA,139.58531188964844,-0.04032272443778329,0.2744617433924662,0,2.024586307363325,2.874203091319904,3.0076934734224543,280.2759022432215,0.45831263991348353,0.0024154339052770892,5.635771652500643,0.0035679330711699997,279.1706237792969,281.7424621582031,1935,1968,1951.5,34,34,34,0,2,139.58531188964844,-0.07804519054936292,0.3617439921826727,0,3.36117062878094,2.0549064187187196,2.599812988872044,279.95578541475186,0.32811267467160876,0.0020460773921539156,5.634629712023416,0.003572006689452243,279.1706237792969,280.8287658691406,1952,1968,1960,17,17,17,0
